id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-0041,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Nature and classification of matter,Chemical classification of matter,Conceptual/application MCQ,"A colourless liquid boils at a single fixed temperature at constant pressure. On electrolysis it yields hydrogen and oxygen in a fixed 2 : 1 volume ratio, and the ratio is the same for every sample tested. The liquid is best classified as",a heterogeneous mixture,a homogeneous mixture of hydrogen and oxygen,an element,a compound,D,a compound,"Two pieces of evidence are given and they carry different weight. A single sharp boiling point at constant pressure supports classification as a pure substance under the criteria used in the textbook, since most mixtures boil over a range. It is supporting evidence rather than proof, because certain constant boiling mixtures also boil at a fixed temperature. The decisive evidence is the decomposition ratio, which is fixed at 2 : 1 for every sample tested. A composition that is the same whatever the source is the defining property of a compound. Decomposition into two simpler substances also rules out an element. Taken together the liquid is a compound.",Medium,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0042,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Percentage composition,empirical formula,One-step numerical MCQ,"The empirical formula of a compound containing 40.0% C, 6.7% H and 53.3% O by mass is:",CH₄O,CH₂O,CHO,C₂H₄O₂,B,CH₂O,Dividing mass percentages by atomic masses gives 3.33:6.7:3.33 = 1:2:1.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0043,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Molecular Formula,molecular formula,Statement-based MCQ,The statement ‘an integral multiple of the empirical formula’ refers to,molarity,significant figures,molecular formula,percentage composition,C,molecular formula,"The defining statement matches molecular formula. In addition, its multiplier equals molar mass divided by empirical-formula mass.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0044,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Stoichiometry,mole ratio,One-step numerical MCQ,"For 2H₂ + O₂ → 2H₂O, how many moles of O₂ are formed from 2 mol of H₂, with other reactants in excess?",0.5 mol,1.5 mol,1 mol,2 mol,C,1 mol,The stoichiometric ratio H₂:O₂ is 2:1; hence the amount formed is 1 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0045,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Molecular formula,empirical-formula mass,One-step numerical MCQ,A compound has empirical formula CH₂O and molar mass 180 g mol⁻¹. Its molecular formula is:,C₃H₆O₃,C₂H₄O₂,CH₂O,C₆H₁₂O₆,D,C₆H₁₂O₆,"The empirical-formula mass is 30; 180/30 = 6, so the formula is (CH₂O)₆.",Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0046,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Stoichiometry,limiting reagent,Reaction/reagent MCQ,"For N₂ + 3H₂ → 2NH₃, a mixture of 1 mol N₂ and 2 mol H₂ can form at most:",2 mol NH₃,4/3 mol NH₃,3 mol NH₃,1 mol NH₃,B,4/3 mol NH₃,"Hydrogen is limiting; 3 mol H₂ form 2 mol NH₃, so 2 mol H₂ form 4/3 mol.",Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0047,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Mole concept,mass-mole conversion,One-step numerical MCQ,How many moles are present in 20 g of NaOH?,0.5 mol,1 mol,0.75 mol,0.25 mol,A,0.5 mol,Amount = mass/molar mass = 20/40 = 0.5 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0048,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Mole concept,mass-mole conversion,One-step numerical MCQ,How many moles are present in 24 g of CH₄?,0.75 mol,2.25 mol,3 mol,1.5 mol,D,1.5 mol,Amount = mass/molar mass = 24/16 = 1.5 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0049,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Nature and classification of matter,Homogeneous and heterogeneous mixtures,Conceptual/application MCQ,Which set contains only homogeneous mixtures?,"Milk, air, brass","Air, brass, sugar solution","Sugar solution, sand in water, air","Sea water, muddy water, brass",B,"Air, brass, sugar solution","Air is a uniform gaseous mixture, brass is a solid solution of copper and zinc, and sugar solution is a uniform liquid solution. All three are homogeneous. Every other set contains at least one dispersion or suspension, namely milk, muddy water or sand in water, each of which has more than one phase.",Medium,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0050,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Percentage Composition,percentage composition,Sequence/match MCQ,Which term–statement pair is correctly matched?,molarity — a multiplication result retains the fewest significant figures among the inputs,significant figures — it fixes the maximum theoretical amount of product,percentage composition — the elemental percentages of a pure compound sum to 100 percent,limiting reagent — it can change with temperature because solution volume changes,C,percentage composition — the elemental percentages of a pure compound sum to 100 percent,The correct match is percentage composition — the elemental percentages of a pure compound sum to 100 percent. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0051,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Laws of chemical combination,multiple proportions,Conceptual/application MCQ,"Carbon forms CO and CO₂. For a fixed mass of carbon, the masses of oxygen that combine are in a small whole-number ratio. This illustrates:",Dalton's law of partial pressures,the law of multiple proportions,the law of conservation of mass,Avogadro's law,B,the law of multiple proportions,The oxygen masses combining with a fixed carbon mass are in the ratio 1:2.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0052,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Molarity,molarity,Statement-based MCQ,The statement ‘moles of solute per cubic decimetre of solution’ refers to,empirical formula,molarity,percentage composition,molecular formula,B,molarity,"The defining statement matches molarity. In addition, it can change with temperature because solution volume changes.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0053,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Empirical formula,percentage composition,One-step numerical MCQ,A compound contains 92.3% carbon and 7.7% hydrogen by mass. Its empirical formula is:,CH₂,C₂H,CH,C₂H₃,C,CH,"For 100 g, the mole ratio is 92.3/12 : 7.7/1 ≈ 1:1.",Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0054,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Mole concept and molar mass,Particles in an ionic compound,Multi-step numerical MCQ,"A sample contains 0.250 mol of CaCl₂ formula units. The number of chloride ions in the sample is, using Nₐ = 6.022 × 10²³ mol⁻¹,",6.022 × 10²³,3.011 × 10²³,1.506 × 10²³,7.528 × 10²²,B,3.011 × 10²³,"Each CaCl₂ formula unit contributes two chloride ions, so 0.250 mol of formula units contains 0.500 mol of chloride ions. Thus the number of chloride ions is 0.500 × 6.022 × 10²³ = 3.011 × 10²³.",Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0055,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Empirical Formula,empirical formula,Statement-based MCQ,The statement ‘the simplest whole-number ratio of atoms in a compound’ refers to,empirical formula,limiting reagent,molarity,significant figures,A,empirical formula,"The defining statement matches empirical formula. In addition, it is obtained from mole ratios after dividing by the smallest value.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0056,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Atomic and molecular masses,Average atomic mass,Multi-step numerical MCQ,"An element has two isotopes of masses 35.0 u and 37.0 u with natural abundances 75.0% and 25.0%, respectively. Its average atomic mass is",35.0 u,36.0 u,35.5 u,37.0 u,C,35.5 u,The weighted average is (35.0 × 0.750) + (37.0 × 0.250) = 26.25 + 9.25 = 35.5 u.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0057,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Nature and classification of matter,"Elements, compounds and mixtures",Conceptual/application MCQ,Which of the following is a compound?,Ammonia,Ozone,Petrol,Steel,A,Ammonia,"Ammonia is NH₃, in which nitrogen and hydrogen are chemically combined in a fixed 1 : 3 atom ratio, so it is a compound. Steel and petrol are mixtures of variable composition. Ozone consists of atoms of a single element only, so despite being triatomic it remains an element.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0058,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Mole concept,mass-mole conversion,One-step numerical MCQ,How many moles are present in 4 g of CH₄?,0.5 mol,0.375 mol,0.125 mol,0.25 mol,D,0.25 mol,Amount = mass/molar mass = 4/16 = 0.25 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0059,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Percentage Composition,percentage composition,Statement-based MCQ,"The statement ‘mass of an element divided by molar mass of compound, multiplied by 100’ refers to",molarity,limiting reagent,molecular formula,percentage composition,D,percentage composition,"The defining statement matches percentage composition. In addition, the elemental percentages of a pure compound sum to 100 percent.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0060,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Mole concept,mass-mole conversion,One-step numerical MCQ,How many moles are present in 8 g of O₂?,0.25 mol,0.125 mol,0.5 mol,0.375 mol,A,0.25 mol,Amount = mass/molar mass = 8/32 = 0.25 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0061,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Stoichiometry,mole ratio,One-step numerical MCQ,"For CaCO₃ → CaO + CO₂, how many moles of CO₂ are formed from 3 mol of CaCO₃, with other reactants in excess?",3 mol,1.5 mol,4.5 mol,6 mol,A,3 mol,The stoichiometric ratio CaCO₃:CO₂ is 1:1; hence the amount formed is 3 mol.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0062,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Percentage Composition,percentage composition,Conceptual/application MCQ,Which description best identifies percentage composition?,an integral multiple of the empirical formula,the simplest whole-number ratio of atoms in a compound,"mass of an element divided by molar mass of compound, multiplied by 100",the reactant consumed first in a reaction,C,"mass of an element divided by molar mass of compound, multiplied by 100","Percentage composition is mass of an element divided by molar mass of compound, multiplied by 100. The elemental percentages of a pure compound sum to 100 percent.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
NEET27-CHEM-0063,NEET-UG,Chemistry,Physical Chemistry,XI,Unit 1: Some Basic Concepts in Chemistry,1,Some Basic Concepts in Chemistry,Some Basic Concepts of Chemistry,Physical Chemistry,Percentage composition,empirical formula,One-step numerical MCQ,The empirical formula of a compound containing 92.3% C and 7.7% H by mass is:,C₂H,CH₂,CH,C₂H₂,C,CH,"Mole amounts are 92.3/12 and 7.7/1, giving an approximately 1:1 ratio.",Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Some Basic Concepts of Chemistry,,,False,,True,PASS
