id,unit,topic,difficulty,question_type
NEET27-CHEM-1430,14,Electronic effects,Easy,Direct recall MCQ
NEET27-CHEM-1431,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1432,14,Organic fundamentals,Medium,Statement-based MCQ
NEET27-CHEM-1433,14,Functional Group,Difficult,Statement-based MCQ
NEET27-CHEM-1434,14,Reaction intermediates,Difficult,Statement-based MCQ
NEET27-CHEM-1435,14,Carbocation Stability,Difficult,Sequence/match MCQ
NEET27-CHEM-1436,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1437,14,Reaction reagents,Difficult,Statement-based MCQ
NEET27-CHEM-1438,14,Electronic effects,Difficult,Statement-based MCQ
NEET27-CHEM-1439,14,Chain Isomerism,Difficult,Sequence/match MCQ
NEET27-CHEM-1440,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1441,14,Organic reaction types,Easy,Reaction/reagent MCQ
NEET27-CHEM-1442,14,Nucleophile,Easy,Direct recall MCQ
NEET27-CHEM-1443,14,Homolytic Fission,Difficult,Sequence/match MCQ
NEET27-CHEM-1444,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1445,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1446,14,Electronic effects,Medium,Conceptual/application MCQ
NEET27-CHEM-1447,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1448,14,Organic fundamentals,Medium,Statement-based MCQ
NEET27-CHEM-1449,14,Chain Isomerism,Easy,Direct recall MCQ
NEET27-CHEM-1450,14,Resonance Effect,Difficult,Statement-based MCQ
NEET27-CHEM-1451,14,Functional Group,Easy,Statement-based MCQ
NEET27-CHEM-1452,14,Position Isomerism,Easy,Direct recall MCQ
NEET27-CHEM-1453,14,Organic fundamentals,Medium,Statement-based MCQ
NEET27-CHEM-1454,14,Reaction intermediates,Difficult,Structure/diagram MCQ
NEET27-CHEM-1455,14,Electronic effects,Medium,Conceptual/application MCQ
NEET27-CHEM-1456,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1457,14,Reaction intermediates,Medium,Reaction/reagent MCQ
NEET27-CHEM-1458,14,Homologous Series,Difficult,Sequence/match MCQ
NEET27-CHEM-1459,14,Homologous Series,Easy,Statement-based MCQ
NEET27-CHEM-1460,14,Reaction reagents,Difficult,Statement-based MCQ
NEET27-CHEM-1461,14,Catenation,Easy,Direct recall MCQ
NEET27-CHEM-1462,14,Reaction intermediates,Difficult,Statement-based MCQ
NEET27-CHEM-1463,14,Organic fundamentals,Medium,Statement-based MCQ
NEET27-CHEM-1464,14,Heterolytic Fission,Easy,Statement-based MCQ
NEET27-CHEM-1465,14,Position Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1466,14,Resonance Effect,Easy,Direct recall MCQ
NEET27-CHEM-1467,14,Hyperconjugation,Difficult,Statement-based MCQ
NEET27-CHEM-1468,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1469,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1470,14,Carbocation Stability,Medium,Conceptual/application MCQ
NEET27-CHEM-1471,14,Catenation,Difficult,Sequence/match MCQ
NEET27-CHEM-1472,14,Reaction intermediates,Medium,Reaction/reagent MCQ
NEET27-CHEM-1473,14,Organic reaction types,Easy,Reaction/reagent MCQ
NEET27-CHEM-1474,14,Catenation,Easy,Statement-based MCQ
NEET27-CHEM-1475,14,Functional Isomerism,Easy,Direct recall MCQ
NEET27-CHEM-1476,14,Resonance Effect,Difficult,Sequence/match MCQ
NEET27-CHEM-1477,14,Reaction intermediates,Medium,Reaction/reagent MCQ
NEET27-CHEM-1478,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1479,14,Reaction intermediates,Medium,Structure/diagram MCQ
NEET27-CHEM-1480,14,Inductive Effect,Easy,Direct recall MCQ
NEET27-CHEM-1481,14,Functional Group,Difficult,Sequence/match MCQ
NEET27-CHEM-1482,14,Reaction reagents,Difficult,Statement-based MCQ
NEET27-CHEM-1483,14,Electronic effects,Easy,Direct recall MCQ
NEET27-CHEM-1484,14,Heterolytic Fission,Easy,Direct recall MCQ
NEET27-CHEM-1485,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1486,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1487,14,Position Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1488,14,Reaction intermediates,Difficult,Statement-based MCQ
NEET27-CHEM-1489,14,Homologous Series,Difficult,Statement-based MCQ
NEET27-CHEM-1490,14,Functional Group,Easy,Direct recall MCQ
NEET27-CHEM-1491,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1492,14,Chain Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1493,14,Carbanion Stability,Difficult,Sequence/match MCQ
NEET27-CHEM-1494,14,Nucleophile,Difficult,Sequence/match MCQ
NEET27-CHEM-1495,14,Inductive Effect,Difficult,Sequence/match MCQ
NEET27-CHEM-1496,14,Electrophile,Easy,Direct recall MCQ
NEET27-CHEM-1497,14,Electronic effects,Easy,Direct recall MCQ
NEET27-CHEM-1498,14,Nucleophile,Easy,Statement-based MCQ
NEET27-CHEM-1499,14,Electrophile,Difficult,Sequence/match MCQ
NEET27-CHEM-1500,14,Electronic effects,Difficult,Statement-based MCQ
NEET27-CHEM-1501,14,Iupac Parent Chain,Difficult,Sequence/match MCQ
NEET27-CHEM-1502,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1503,14,Carbocation Stability,Difficult,Statement-based MCQ
NEET27-CHEM-1504,14,Reaction intermediates,Difficult,Structure/diagram MCQ
NEET27-CHEM-1505,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1506,14,Position Isomerism,Difficult,Sequence/match MCQ
NEET27-CHEM-1507,14,Functional Isomerism,Difficult,Sequence/match MCQ
NEET27-CHEM-1508,14,Hyperconjugation,Difficult,Sequence/match MCQ
NEET27-CHEM-1509,14,Homolytic Fission,Easy,Direct recall MCQ
NEET27-CHEM-1510,14,Hyperconjugation,Easy,Direct recall MCQ
NEET27-CHEM-1511,14,Electronic effects,Medium,Conceptual/application MCQ
NEET27-CHEM-1512,14,Carbocation Stability,Easy,Statement-based MCQ
NEET27-CHEM-1513,14,Organic reaction types,Easy,Reaction/reagent MCQ
NEET27-CHEM-1514,14,Functional Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1515,14,Reaction intermediates,Difficult,Statement-based MCQ
NEET27-CHEM-1516,14,Reaction intermediates,Medium,Structure/diagram MCQ
NEET27-CHEM-1517,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1518,14,Electronic effects,Difficult,Statement-based MCQ
NEET27-CHEM-1519,14,Homolytic Fission,Difficult,Statement-based MCQ
NEET27-CHEM-1520,14,Homolytic Fission,Easy,Statement-based MCQ
NEET27-CHEM-1521,14,Electronic effects,Medium,Conceptual/application MCQ
NEET27-CHEM-1522,14,Iupac Parent Chain,Easy,Statement-based MCQ
NEET27-CHEM-1523,14,Catenation,Difficult,Statement-based MCQ
NEET27-CHEM-1524,14,Resonance Effect,Easy,Statement-based MCQ
NEET27-CHEM-1525,14,Inductive Effect,Difficult,Statement-based MCQ
NEET27-CHEM-1526,14,Heterolytic Fission,Difficult,Sequence/match MCQ
NEET27-CHEM-1527,14,Hyperconjugation,Easy,Statement-based MCQ
NEET27-CHEM-1528,14,Electronic effects,Difficult,Statement-based MCQ
NEET27-CHEM-1529,14,Homologous Series,Easy,Direct recall MCQ
NEET27-CHEM-1530,14,Heterolytic Fission,Difficult,Statement-based MCQ
NEET27-CHEM-1531,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1532,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1533,15,Benzene Aromaticity,Easy,Statement-based MCQ
NEET27-CHEM-1534,15,Alkyne,Easy,Direct recall MCQ
NEET27-CHEM-1535,15,Alkane,Difficult,Sequence/match MCQ
NEET27-CHEM-1536,15,Alkane,Difficult,Statement-based MCQ
NEET27-CHEM-1537,15,Wurtz Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1538,15,Markovnikov Rule,Difficult,Sequence/match MCQ
NEET27-CHEM-1539,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1540,15,Friedel-Crafts Alkylation,Medium,Conceptual/application MCQ
NEET27-CHEM-1541,15,Benzene Aromaticity,Difficult,Sequence/match MCQ
NEET27-CHEM-1542,15,Preparation of hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1543,15,Alkynes,Medium,Conceptual/application MCQ
NEET27-CHEM-1544,15,Nitration Of Benzene,Difficult,Sequence/match MCQ
NEET27-CHEM-1545,15,Acetylide Ion,Difficult,Sequence/match MCQ
NEET27-CHEM-1546,15,Alkane,Easy,Statement-based MCQ
NEET27-CHEM-1547,15,Aromatic hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1548,15,Hydrocarbon properties,Medium,Statement-based MCQ
NEET27-CHEM-1549,15,Hydrocarbon properties,Medium,Statement-based MCQ
NEET27-CHEM-1550,15,Nitration Of Benzene,Difficult,Statement-based MCQ
NEET27-CHEM-1551,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1552,15,Halogenation Of Benzene,Easy,Statement-based MCQ
NEET27-CHEM-1553,15,Peroxide Effect,Difficult,Statement-based MCQ
NEET27-CHEM-1554,15,Hydrocarbon combustion,Medium,One-step numerical MCQ
NEET27-CHEM-1555,15,Alkene,Easy,Statement-based MCQ
NEET27-CHEM-1556,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1557,15,Alkenes,Medium,Reaction/reagent MCQ
NEET27-CHEM-1558,15,Acetylide Ion,Easy,Direct recall MCQ
NEET27-CHEM-1559,15,Alkenes,Medium,Reaction/reagent MCQ
NEET27-CHEM-1560,15,Friedel-Crafts Acylation,Difficult,Statement-based MCQ
NEET27-CHEM-1561,15,Alkene,Easy,Direct recall MCQ
NEET27-CHEM-1562,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1563,15,Acetylide Ion,Difficult,Statement-based MCQ
NEET27-CHEM-1564,15,Alkenes,Easy,Reaction/reagent MCQ
NEET27-CHEM-1565,15,Ozonolysis,Difficult,Statement-based MCQ
NEET27-CHEM-1566,15,Friedel-Crafts Alkylation,Difficult,Statement-based MCQ
NEET27-CHEM-1567,15,Alkene,Difficult,Sequence/match MCQ
NEET27-CHEM-1568,15,Peroxide Effect,Easy,Statement-based MCQ
NEET27-CHEM-1569,15,Aromatic hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1570,15,Alkene,Difficult,Statement-based MCQ
NEET27-CHEM-1571,15,Alkenes,Easy,Reaction/reagent MCQ
NEET27-CHEM-1572,15,Hydrocarbon combustion,Medium,One-step numerical MCQ
NEET27-CHEM-1573,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1574,15,Preparation of hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1575,15,Halogenation Of Benzene,Medium,Conceptual/application MCQ
NEET27-CHEM-1576,15,Alkenes,Medium,Reaction/reagent MCQ
NEET27-CHEM-1577,15,Ozonolysis,Difficult,Sequence/match MCQ
NEET27-CHEM-1578,15,Halogenation Of Benzene,Difficult,Sequence/match MCQ
NEET27-CHEM-1579,15,Markovnikov Rule,Difficult,Statement-based MCQ
NEET27-CHEM-1580,15,Hydrocarbon combustion,Medium,One-step numerical MCQ
NEET27-CHEM-1581,15,Geometrical Isomerism In Alkenes,Medium,Conceptual/application MCQ
NEET27-CHEM-1582,15,Acetylide Ion,Easy,Statement-based MCQ
NEET27-CHEM-1583,15,Wurtz Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1584,15,Ozonolysis,Easy,Statement-based MCQ
NEET27-CHEM-1585,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1586,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1587,15,Wurtz Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1588,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1589,15,Aromatic hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1590,15,Preparation of hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1591,15,Hydrocarbon combustion,Medium,One-step numerical MCQ
NEET27-CHEM-1592,15,Nitration Of Benzene,Easy,Statement-based MCQ
NEET27-CHEM-1593,15,Friedel-Crafts Alkylation,Difficult,Sequence/match MCQ
NEET27-CHEM-1594,15,Geometrical Isomerism In Alkenes,Difficult,Sequence/match MCQ
NEET27-CHEM-1595,15,Alkanes,Medium,Structure/diagram MCQ
NEET27-CHEM-1596,15,Alkenes,Easy,Reaction/reagent MCQ
NEET27-CHEM-1597,15,Aromatic hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1598,15,Geometrical Isomerism In Alkenes,Difficult,Statement-based MCQ
NEET27-CHEM-1599,15,Friedel-Crafts Acylation,Difficult,Sequence/match MCQ
NEET27-CHEM-1600,15,Alkyne,Difficult,Statement-based MCQ
NEET27-CHEM-1601,15,Friedel-Crafts Alkylation,Easy,Statement-based MCQ
NEET27-CHEM-1602,15,Alkynes,Medium,Conceptual/application MCQ
NEET27-CHEM-1603,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1604,15,Alkane,Easy,Direct recall MCQ
NEET27-CHEM-1605,15,Wurtz Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1606,15,Aromatic hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1607,15,Alkenes,Medium,Reaction/reagent MCQ
NEET27-CHEM-1608,15,Alkyne,Difficult,Sequence/match MCQ
NEET27-CHEM-1609,15,Ozonolysis,Easy,Reaction/reagent MCQ
NEET27-CHEM-1610,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1611,15,Markovnikov Rule,Medium,Conceptual/application MCQ
NEET27-CHEM-1612,15,Hydrocarbon properties,Medium,Statement-based MCQ
NEET27-CHEM-1613,15,Unsaturated hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1614,15,Nitration Of Benzene,Medium,Conceptual/application MCQ
NEET27-CHEM-1615,15,Friedel-Crafts Acylation,Easy,Statement-based MCQ
NEET27-CHEM-1616,15,Halogenation Of Benzene,Difficult,Statement-based MCQ
NEET27-CHEM-1617,15,Alkenes,Medium,Reaction/reagent MCQ
NEET27-CHEM-1618,15,Preparation of hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1619,15,Alkyne,Easy,Statement-based MCQ
NEET27-CHEM-1620,15,Benzene Aromaticity,Difficult,Statement-based MCQ
NEET27-CHEM-1621,15,Friedel-Crafts Acylation,Medium,Conceptual/application MCQ
NEET27-CHEM-1622,15,Peroxide Effect,Difficult,Sequence/match MCQ
NEET27-CHEM-1623,15,Alkenes,Easy,Reaction/reagent MCQ
NEET27-CHEM-1624,15,Alkanes,Medium,Structure/diagram MCQ
NEET27-CHEM-1625,15,Alkanes,Medium,Structure/diagram MCQ
NEET27-CHEM-1626,15,Geometrical Isomerism In Alkenes,Easy,Statement-based MCQ
NEET27-CHEM-1627,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1628,15,Hydrocarbon properties,Medium,Statement-based MCQ
NEET27-CHEM-1629,15,Hydrocarbon combustion,Medium,One-step numerical MCQ
NEET27-CHEM-1630,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1631,15,Peroxide Effect,Medium,Conceptual/application MCQ
NEET27-CHEM-1632,15,Unsaturated hydrocarbons,Difficult,Statement-based MCQ
NEET27-CHEM-1633,15,Alkenes,Difficult,Statement-based MCQ
NEET27-CHEM-1634,15,Preparation of hydrocarbons,Medium,Reaction/reagent MCQ
NEET27-CHEM-1635,15,Benzene Aromaticity,Medium,Conceptual/application MCQ
NEET27-CHEM-1636,15,Markovnikov Rule,Easy,Statement-based MCQ
NEET27-CHEM-1637,15,Alkanes,Medium,Structure/diagram MCQ
NEET27-CHEM-1638,15,Alkynes,Medium,Conceptual/application MCQ
NEET27-CHEM-1639,16,Finkelstein Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1640,16,Geminal Dihalide,Easy,Statement-based MCQ
NEET27-CHEM-1641,16,Benzylic Halide,Easy,Statement-based MCQ
NEET27-CHEM-1642,16,Haloarene,Easy,Direct recall MCQ
NEET27-CHEM-1643,16,Aryl Diazonium Replacement,Difficult,Statement-based MCQ
NEET27-CHEM-1644,16,S_N1 Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-1645,16,Chlorobenzene Resistance,Difficult,Statement-based MCQ
NEET27-CHEM-1646,16,Swarts Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1647,16,S_N1 Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1648,16,Geminal Dihalide,Difficult,Statement-based MCQ
NEET27-CHEM-1649,16,Alcoholic Hydroxide Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-1650,16,S_N2 Stereochemistry,Difficult,Statement-based MCQ
NEET27-CHEM-1651,16,S_N2 Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1652,16,Swarts Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1653,16,DDT,Easy,Statement-based MCQ
NEET27-CHEM-1654,16,Haloalkane,Difficult,Statement-based MCQ
NEET27-CHEM-1655,16,Wurtz Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1656,16,S_N1 Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1657,16,S_N2 Substrate Trend,Medium,Sequence/match MCQ
NEET27-CHEM-1658,16,Aqueous Hydroxide Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1659,16,Swarts Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-1660,16,S_N2 Reaction,Medium,Statement-based MCQ
NEET27-CHEM-1661,16,Geminal Dihalide,Medium,Statement-based MCQ
NEET27-CHEM-1662,16,Haloarene,Difficult,Statement-based MCQ
NEET27-CHEM-1663,16,Allylic Halide,Easy,Statement-based MCQ
NEET27-CHEM-1664,16,S_N2 Stereochemistry,Easy,Direct recall MCQ
NEET27-CHEM-1665,16,Chlorobenzene Resistance,Difficult,Statement-based MCQ
NEET27-CHEM-1666,16,Dow Process,Difficult,Sequence/match MCQ
NEET27-CHEM-1667,16,S_N2 Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1668,16,Wurtz Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1669,16,Benzylic Halide,Difficult,Sequence/match MCQ
NEET27-CHEM-1670,16,Swarts Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1671,16,Finkelstein Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1672,16,S_N1 Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1673,16,Benzylic Halide,Easy,Direct recall MCQ
NEET27-CHEM-1674,16,Grignard Reagent,Medium,Sequence/match MCQ
NEET27-CHEM-1675,16,Vicinal Dihalide,Easy,Direct recall MCQ
NEET27-CHEM-1676,16,Haloarene,Easy,Statement-based MCQ
NEET27-CHEM-1677,16,Geminal Dihalide,Easy,Direct recall MCQ
NEET27-CHEM-1678,16,Chlorobenzene Resistance,Medium,Conceptual/application MCQ
NEET27-CHEM-1679,16,Benzylic Halide,Easy,Statement-based MCQ
NEET27-CHEM-1680,16,S_N2 Stereochemistry,Easy,Statement-based MCQ
NEET27-CHEM-1681,16,Alcoholic Hydroxide Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1682,16,S_N2 Substrate Trend,Easy,Statement-based MCQ
NEET27-CHEM-1683,16,Allylic Halide,Difficult,Statement-based MCQ
NEET27-CHEM-1684,16,Finkelstein Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1685,16,Aqueous Hydroxide Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1686,16,Benzylic Halide,Difficult,Sequence/match MCQ
NEET27-CHEM-1687,16,S_N1 Substrate Trend,Easy,Statement-based MCQ
NEET27-CHEM-1688,16,S_N2 Stereochemistry,Easy,Statement-based MCQ
NEET27-CHEM-1689,16,Grignard Reagent,Easy,Statement-based MCQ
NEET27-CHEM-1690,16,DDT,Difficult,Statement-based MCQ
NEET27-CHEM-1691,16,DDT,Difficult,Sequence/match MCQ
NEET27-CHEM-1692,16,Aqueous Hydroxide Reaction,Medium,Reaction/reagent MCQ
NEET27-CHEM-1693,16,Alcoholic Hydroxide Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1694,16,Chloroform Oxidation,Medium,Sequence/match MCQ
NEET27-CHEM-1695,16,S_N2 Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1696,16,S_N1 Stereochemistry,Easy,Statement-based MCQ
NEET27-CHEM-1697,16,Optical Activity,Difficult,Statement-based MCQ
NEET27-CHEM-1698,16,Aryl Diazonium Replacement,Difficult,Statement-based MCQ
NEET27-CHEM-1699,16,Swarts Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1700,16,Finkelstein Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1701,16,Haloalkane,Easy,Statement-based MCQ
NEET27-CHEM-1702,16,Allylic Halide,Easy,Statement-based MCQ
NEET27-CHEM-1703,16,Geminal Dihalide,Medium,Sequence/match MCQ
NEET27-CHEM-1704,16,Haloarene,Easy,Statement-based MCQ
NEET27-CHEM-1705,16,Vicinal Dihalide,Difficult,Statement-based MCQ
NEET27-CHEM-1706,16,Geminal Dihalide,Easy,Statement-based MCQ
NEET27-CHEM-1707,16,Dow Process,Easy,Direct recall MCQ
NEET27-CHEM-1708,16,Wurtz Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1709,16,Dehydrohalogenation Orientation,Difficult,Statement-based MCQ
NEET27-CHEM-1710,16,S_N2 Stereochemistry,Difficult,Sequence/match MCQ
NEET27-CHEM-1711,16,S_N1 Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1712,16,Wurtz Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-1713,16,S_N1 Stereochemistry,Easy,Statement-based MCQ
NEET27-CHEM-1714,16,Grignard Reagent,Easy,Reaction/reagent MCQ
NEET27-CHEM-1715,16,Vicinal Dihalide,Medium,Sequence/match MCQ
NEET27-CHEM-1716,16,Alcoholic Hydroxide Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1717,16,Benzylic Halide,Difficult,Statement-based MCQ
NEET27-CHEM-1718,16,Dehydrohalogenation Orientation,Medium,Sequence/match MCQ
NEET27-CHEM-1719,16,Haloarene,Medium,Sequence/match MCQ
NEET27-CHEM-1720,16,Allylic Halide,Easy,Direct recall MCQ
NEET27-CHEM-1721,16,Grignard Reagent,Easy,Statement-based MCQ
NEET27-CHEM-1722,16,Dehydrohalogenation Orientation,Easy,Statement-based MCQ
NEET27-CHEM-1723,16,Chloroform Oxidation,Difficult,Statement-based MCQ
NEET27-CHEM-1724,16,Dow Process,Difficult,Statement-based MCQ
NEET27-CHEM-1725,16,Optical Activity,Difficult,Sequence/match MCQ
NEET27-CHEM-1726,16,Optical Activity,Easy,Statement-based MCQ
NEET27-CHEM-1727,16,Optical Activity,Easy,Direct recall MCQ
NEET27-CHEM-1728,16,Optical Activity,Difficult,Statement-based MCQ
NEET27-CHEM-1729,17,Aldehyde,Easy,Statement-based MCQ
NEET27-CHEM-1730,17,Sodium Bisulfite Addition,Medium,Sequence/match MCQ
NEET27-CHEM-1731,17,Phenoxide Formation,Difficult,Statement-based MCQ
NEET27-CHEM-1732,17,Phenol,Easy,Direct recall MCQ
NEET27-CHEM-1733,17,Clemmensen Reduction,Medium,Reaction/reagent MCQ
NEET27-CHEM-1734,17,Carboxylic Acid Acidity,Easy,Statement-based MCQ
NEET27-CHEM-1735,17,Carboxylic Acid,Medium,Sequence/match MCQ
NEET27-CHEM-1736,17,Oxime Formation,Medium,Sequence/match MCQ
NEET27-CHEM-1737,17,Alcohol,Easy,Direct recall MCQ
NEET27-CHEM-1738,17,Carboxylic Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1739,17,Carboxylic Acid Acidity,Medium,Conceptual/application MCQ
NEET27-CHEM-1740,17,Wolff-Kishner Reduction,Difficult,Statement-based MCQ
NEET27-CHEM-1741,17,Oxidation Of Primary Alcohol,Easy,Statement-based MCQ
NEET27-CHEM-1742,17,Ether Cleavage,Difficult,Statement-based MCQ
NEET27-CHEM-1743,17,Sodium Bisulfite Addition,Easy,Statement-based MCQ
NEET27-CHEM-1744,17,Nucleophilic Addition,Medium,Sequence/match MCQ
NEET27-CHEM-1745,17,Aldehyde Reactivity,Easy,Statement-based MCQ
NEET27-CHEM-1746,17,Phenol,Easy,Statement-based MCQ
NEET27-CHEM-1747,17,Esterification,Easy,Direct recall MCQ
NEET27-CHEM-1748,17,Bromination Of Phenol,Easy,Statement-based MCQ
NEET27-CHEM-1749,17,Aldol Condensation,Medium,Sequence/match MCQ
NEET27-CHEM-1750,17,Tertiary Alcohol Oxidation,Difficult,Sequence/match MCQ
NEET27-CHEM-1751,17,Wolff-Kishner Reduction,Difficult,Statement-based MCQ
NEET27-CHEM-1752,17,Phenol Acidity,Medium,Statement-based MCQ
NEET27-CHEM-1753,17,Phenol Acidity,Difficult,Statement-based MCQ
NEET27-CHEM-1754,17,Bromination Of Phenol,Easy,Statement-based MCQ
NEET27-CHEM-1755,17,Reduction Of Carbonyl,Medium,Sequence/match MCQ
NEET27-CHEM-1756,17,Phenol Acidity,Difficult,Statement-based MCQ
NEET27-CHEM-1757,17,Anisole Electrophilic Substitution,Difficult,Sequence/match MCQ
NEET27-CHEM-1758,17,Grignard Addition To Carbonyl,Difficult,Statement-based MCQ
NEET27-CHEM-1759,17,Acidic Dehydration Temperature,Medium,Conceptual/application MCQ
NEET27-CHEM-1760,17,Grignard Addition To Carbonyl,Medium,Reaction/reagent MCQ
NEET27-CHEM-1761,17,Aldol Condensation,Easy,Statement-based MCQ
NEET27-CHEM-1762,17,Cannizzaro Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1763,17,Clemmensen Reduction,Difficult,Sequence/match MCQ
NEET27-CHEM-1764,17,Clemmensen Reduction,Easy,Statement-based MCQ
NEET27-CHEM-1765,17,Oxidation Of Aldehyde,Difficult,Statement-based MCQ
NEET27-CHEM-1766,17,Acidic Dehydration Temperature,Easy,Statement-based MCQ
NEET27-CHEM-1767,17,Sodium Bisulfite Addition,Easy,Statement-based MCQ
NEET27-CHEM-1768,17,Ether,Easy,Direct recall MCQ
NEET27-CHEM-1769,17,Dehydration Of Alcohol,Medium,Sequence/match MCQ
NEET27-CHEM-1770,17,Alcohol,Difficult,Statement-based MCQ
NEET27-CHEM-1771,17,Carboxylic Acid Acidity,Difficult,Statement-based MCQ
NEET27-CHEM-1772,17,Carboxylic Acid Acidity,Easy,Statement-based MCQ
NEET27-CHEM-1773,17,Ether Cleavage,Easy,Statement-based MCQ
NEET27-CHEM-1774,17,Wolff-Kishner Reduction,Medium,Sequence/match MCQ
NEET27-CHEM-1775,17,Ketone,Easy,Statement-based MCQ
NEET27-CHEM-1776,17,Alcohol,Difficult,Statement-based MCQ
NEET27-CHEM-1777,17,Tertiary Alcohol Oxidation,Difficult,Statement-based MCQ
NEET27-CHEM-1778,17,Reduction Of Carbonyl,Easy,Statement-based MCQ
NEET27-CHEM-1779,17,Phenoxide Formation,Easy,Statement-based MCQ
