id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-0164,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Time of Flight Maximum Height Range,Complementary angles,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0165,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Time of Flight Maximum Height Range,Maximum height,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0166,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Time of Flight Maximum Height Range,Dependence on g,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0167,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Time of Flight Maximum Height Range,Complementary angles,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0168,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Uniform Circular Motion,Centripetal acceleration,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0169,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Uniform Circular Motion,Comparison on a rotating body,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0170,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Recognising parallel vectors,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0171,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Vector product in component form,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0172,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Torque as a vector product,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0173,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Vector product of a vector with itself,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0174,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Unit vector normal to two vectors,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0175,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Angular momentum as a vector product,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-0176,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Vector Product,Vector products of unit vectors,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0177,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Velocity–time graphs,piecewise motion,Multi-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0178,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Velocity–time graphs,area under graph,Graph/data interpretation MCQ,Easy,Analysis,C,False,
NEET27-PHY-0179,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Velocity–time graphs,reversal of direction,Graph/data interpretation MCQ,Medium,Analysis,C,False,
NEET27-PHY-0180,XI,Unit 2: Kinematics,Motion in a Straight Line and Motion in a Plane,Velocity–time graphs,slope and acceleration,Graph/data interpretation MCQ,Easy,Analysis,C,False,
NEET27-PHY-0181,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0182,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking,One-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0183,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking of roads,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0184,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Numerical,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0185,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking of roads,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-0186,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking with friction,One-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0187,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0188,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking of roads,Multi-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0189,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking of roads,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0190,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0191,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-0192,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0193,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Banking of roads,Direct MCQ,Medium,Application,C,False,
NEET27-PHY-0194,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0195,XI,Unit 3: Laws of Motion,Laws of Motion,Circular Motion,Centripetal force,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-0196,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Atwood machine,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0197,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Blocks connected by a string,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0198,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Tension in the connecting string,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0199,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Blocks connected by a string,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0200,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Atwood machine,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0201,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Atwood machine,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-0202,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Common acceleration,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0203,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Common acceleration,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-0204,XI,Unit 3: Laws of Motion,Laws of Motion,Connected Bodies and Pulleys,Atwood machine,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0205,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Isolated systems,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0206,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Explosion,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0207,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Collisions,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-0208,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Explosion,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0209,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Explosion,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0210,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Explosion,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0211,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Collisions,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0212,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Isolated systems,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0213,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Recoil of a gun,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-0214,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Recoil of a gun,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-0215,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Rocket propulsion,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0216,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Recoil of a gun,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0217,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Isolated systems,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0218,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Isolated systems,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0219,XI,Unit 3: Laws of Motion,Laws of Motion,Conservation of Momentum,Collisions,Multi-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0220,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Resolving forces,One-step numerical MCQ,Easy,Application,C,False,
NEET27-PHY-0221,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Concurrent forces,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0222,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Concurrent forces,Multi-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0223,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Tension in strings,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0224,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Concurrent forces,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0225,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Tension in strings,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0226,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Bodies in equilibrium,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-0227,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Bodies in equilibrium,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0228,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Tension in strings,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0229,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Tension in strings,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0230,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Bodies in equilibrium,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0231,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Lami's theorem,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0232,XI,Unit 3: Laws of Motion,Laws of Motion,Free Body Diagrams and Equilibrium,Bodies in equilibrium,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0233,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Static and kinetic friction,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-0234,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Coefficient of friction,Multi-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0235,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Coefficient of friction,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0236,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Motion on a rough incline,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0237,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Static and kinetic friction,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-0238,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Limiting friction,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0239,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Static and kinetic friction,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-0240,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Angle of friction,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0241,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Static and kinetic friction,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0242,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Motion on a rough incline,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0243,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Coefficient of friction,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0244,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Angle of repose,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0245,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Limiting friction,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0246,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Coefficient of friction,Multi-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0247,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Motion on a rough incline,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0248,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Angle of repose,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0249,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Limiting friction,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0250,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Limiting friction,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0251,XI,Unit 3: Laws of Motion,Laws of Motion,Friction,Static and kinetic friction,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0252,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0253,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0254,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0255,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0256,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Linear momentum,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-0257,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0258,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0259,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Force from rate of change of momentum,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0260,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Force from rate of change of momentum,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0261,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0262,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Force from rate of change of momentum,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0263,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Force from rate of change of momentum,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0264,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0265,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0266,XI,Unit 3: Laws of Motion,Laws of Motion,Momentum and Impulse,Impulse momentum theorem,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0267,XI,Unit 3: Laws of Motion,Laws of Motion,Newton's Laws,Third law,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0268,XI,Unit 3: Laws of Motion,Laws of Motion,Newton's Laws,Apparent weight in a lift,Conceptual/application MCQ,Medium,Application,A,False,
